processed_text,sentiment
I got shirt white hunter green. I get complements hunter green one time I wear b/c 'that's great color you!' I really like shirts all.They really RUN SMALL. You certainly need order bigger size. They kind'a thin white one bit see-through,positivo
think one finest quality shirt..what bargain..unbelievably cheap..i 34c-25-35 figure ordered size small perfect fit me..its exactly look pic better..i body type model guess ur skinny enough try hide ur extra bulge shirt u..its super stretch body fit hugging.,positivo
"The manufacturer sized shirt much smaller average. I ordered large, usually fits me, squeeze me. I got squeeze. To get regular fit, I'd order two sizes larger. Plan fit like one picture--skin tight---if order regular size",negativo
"Having purchased many shorts swim trunks internet years, I low expectations arrived. However, I pulled well-packed shipping enclosure, I amazed obvious build quality. Once I squeezed 6'1"" 195 lb. bubble butt them, I amazed style fit. Be forewarned run small I probably ordered size medium instead small, skimpy barely cover butt cheeks. However, exhibitionist like me, enjoy immensely. A good buy hot value",positivo
"Awesome! These trunks I looking for. They're tight enough show stuff, tight they're uncomfortable. I worn twice far, times I've gotten great compliments plenty stares. If like getting attention need pair trunks! I'll definitely picking trunks",positivo
"Wow, simple, yet sexy. They run little small, smaller better me. I love fit",positivo
Quick easy transaction - exactly I needed shipped quickly door,positivo
Love jacket work. I need get another one. Great quality warmth,positivo
"I found best boxers I've ever owned. They comfortable hold well washed. The thing pain, pocket",positivo
"First off, I kid, easier write way...This piece Zeppelin, ""Vintage"" style T shirt ""1977"". This first shirt Zeppelin fan buys. But Hot Topic store near you, get there, 2 dollars cheaper, $18.00.Look classic rock reviews!Rock On,-WiseMan 69",positivo
"Growing late-70s listening Zeppelin, dream see concert. I oh close months next tour John Bonham passed away, LED ZEPPELIN. When I saw tee I know I it. It well made. Good quality shirt graphics (looks like real concert teewithout $40 price tag). My Large tee seems little small that's wore back",positivo
"I've Zep shirt while, kicks. Looks great, fits great, one greatest rock bands history. Also gotta love retro design ('77!). If like Zep, definitely cool shirt have.Incidentally, I got half (not though)",positivo
"This comfortable bra I've ever owned. It really feels like nothing on. The problem I've straps slipping adjustment pieces tend slip, I sewed fine. As long wearing right size bra, EXTREMELY COMFORTABLE!!! I highly recommend product",positivo
"I love shoes daughter like better, shoes arrived timely I tried small. My daughter kept look gorgeous",positivo
These shoes great. I bought first pair green liked much I bought another pair red,positivo
Being average size gaff power hidding bulge... It holds tucks genitals falling out... able look see flat bikini...,positivo
Would given product 5 star rating except small stain outside. Very cool overall though like every laptop case,positivo
"This good case made nice materials. offers nice fit buttons easily usable. comes clear screen protector belt clip carry comfortably. little bulky, nothing worry plan carry belt, hand bag hands. could fit big pockets, though. serious gripe inner seams, rough could scratch surface player. yes, Zen Vision:M's soft coating could leave marks. anyways, really consider getting skin zen (Best Skins Ever) case. This good case overall",positivo
"Appears good quality. At first I difficult time pushing buttons leather - works fine - needed ""break in"".A little difficult plug charger case - turn player upside slide back case I'm charging/connecting computer. Not big deal, need use buttons charging",positivo
"From another review: charger sync adapter brick can't fully engage player leather straps, easily disengaged slightest movement.slightest movement? dont think so. adapter fit jack well case fit. going buy car charger zen would suggest buy one need adapter it,plus charges faster, like wall charger. use adapter home. headphone jack lines fine.From another review: The fold-over flap designed well. First all, gets way headphone jack, many times I opened flap, pulled headphones headphone jack.The part headphones beyond me. You put headphones jack two ways. completely close case, foldover flap put headphones in, like youre going changing songs alot. I I working gym. The second way headphones inserted case fold flap/screen protector, open. I car I want change song driving buttons right there. I never headphones pull jack ive three months wear everyday ymca.and theres....Finally, real deal breaker, fact cannot plug adapter bottom player case on. You pull player every time want sync charge player, big hassle.this also true. didnt think would fit right either got mail. fit. can't button case closed. use adapter wall charger(which size port zen, thank god) case zen.and then...The case small player. When tryed put player case tight fit, finally got case bottom buttons player pushed case. This case also adds lot bulk player well uncomfortable use. Don't listen anybody thinks product great, lying.the case seem tight thats want it. want zen shaking around case you? case press buttons down. take getting used press harder get buttons. scroll pad right open worry that.I case since bought zen. bought ebay 10 bucks. yes seem add bulk zen like it. ive dropped twice ready case damage. actually seems shock absorbtion due studriness/thickness. people whining beltclip....the time put zen case pocket gym. put pocket clip outside shorts. upside decline bench press upside situps, never fallen even seemed like going slide pocket. care zen like probably best case get it. best ive seen anyway. dont go cheap rubber/plastic covers(you know ones talking about). Also inside cover/flap ""secret"" slot put money ID even. sweet yes? high five!people seem knit-picking thing alot reviews i've read. buy case, learn use get roast right? ive long zen great matter doing.",positivo
"I great deal research choosing case new iPod. I decided iSkin, I quite satisfied decision. I remember, however, bit confused case worked. So, clarify future buyers, case comprised of:-First, thin, transparent silicone (rubber) sleeve. The sleeve covers front back, including slightly thinner cover wheeel would placed. This ensures wheel maintains touch sensitivity also protected. The skin not, however, cover screen, portion back also exposed attach optional belt clip. This sleeve also come various colors, I used clear one highlight natural color iPod.-Second, hard, clear plastic front plate snapped front iPod placed silicone. This hard case cover screen, front iPod, except hole touch wheel. Once attached, hard cover firmly held place.Put together, case provides exceptional protection. The silicone thin, yet protects ordinary dings scratches. The hard plastic protects front impact, screen scratches. The best part that, even silicone hard cover, iPod Nano still retains thin size - case bulky least.In conclusion, I highly recommend case anyone purchases iPod Nano. Protect investment",positivo
"The iSkin fits nano well. It protects however take away slim design. The clip back works applications belts, bag straps, pockets. The complaint clip spring loaded work jackets shirts. I impressed touch controls still work two layers material. Overall good product worth price",positivo
"I love it! It exactly I mind. There silicone skin complete cover plastic shell front. The shell covers display cut click wheel covered silicone skin. The system comes three silicone skins (""clear"", black, glow dark)and one shell. option belt clip (I use)that works well too.The bottom open connections. The hold button top little tough get finger nails short however. There adapter well iPod dock. For perfect case",positivo
"This great buy. I iSkin 30GB iPod I loved it. So I bought mom iPod nano Christmas, I chose iSkin nano protect product. The plastic protection nano iSkin different regular iSkin, clips OVER rubberized skin rather it, design carries perfectly. One small complaint instructions removing belt clip - adequately explain removal, leaving worried I'd break clip, small effort, I got it. Great products great price. I researched kinds protection iPods best",positivo
The belt clip bit fragile need careful replacing cases. Good choice fair price,positivo
"The price thing continually put product I finally decided give try I found really nice protective case nano. The inner silicone layer (which get three different colors) covers nano perfectly, even providing click-wheel protection without compromising sensitivity wheel (like cases can.) The hard outer shell protects screen nicely stays place well.The things I like get one hard outer/front pieces, two would nice case something happened first go buy whole new pack.I recommend product though protects iPod nano without changing functionality keeps size almost exactly",positivo
"I looking silicon skin hard plastic screen cover. Most skins use thin film protector. This one hard plastic silicon skin. The click-wheel behind layer silicon responsive skin. It *includes* dock adapter docking still snug secure. This fit needs perfectly and, several drops later, nano still undamaged",positivo
This comes 3 silicone sleeves one transparent hard cover (to used either sleeve). Keeps iPod protected maintaining slim profile. Click wheel works well even silicone. The package also comes special iskin dock adapter dock/charge iPod without remove case - extremely convenient. The con I've found far difficult move hold button silicone sleeve on...but fairly minor opinion,positivo
"Excellent case protect ipod. The rubber smells weird first, fades away eventually. Don't buy cheap case get one",positivo
They came way looked. Perfect size style,positivo
"These boots sized oddly. My guess 1 1.5 sizes smaller say. My size 7.5 mom got gorgeous size 9 boots loving them, bad purchase",positivo
"This boot nice sturdy, goes great nice pair jeans long skirt. I love wedges..",positivo
"I large ankles calves, boots fit TIGHT!! I ordered 1/2 size large I still barely able zip up.",positivo
"I like color jeans, since nice dark without unflattering areas fading like jeans. The fit good length long dry dryer. My gripe stretch pretty quickly get saggy. Other that, they're great",positivo
"These jeans fit perfect every way. Just enough stretch conform curves without constricting. The classic fit hip thigh perfect thighs large. Most boot cut jeans slim area. Also dark wash perfect making outfit look classy casual.One drawback can't tell designer jeans. There's logo anything indicate DKNY, I'm paying price designer jeans I'd like indication DKNY",positivo
"I love jeans! They super stretchy super comfortable. Be careful, however, dye jeans stain white tops. Oh! inseam really shrink washed, so, skip tailor petite",positivo
They I wanted find town.They fit great came timely manner,positivo
I purchasing wearing slippers years fantastic! Lots love comfortable slippers,positivo
"Best prices online particular product, fast shipping terrific product. Thanks much",positivo
"They seem run small, really getting used ""boy short"" fit bottom. Once used it, they're really comfy sexy",positivo
"These boyshorts wonderful. They good quality cute. The sizes run small, I go size two purchasing them, provide snug comfortable fit.",positivo
"I think chonies great. I guy tell ""you really nice panties",positivo
shirts great shipment arrived earlier expected. Thanks lot,positivo
"I laugh myself, writing review T-Shirt things, I gotta tell you, ordinary T-shirt! A year ago I bought one shirts local store fell completely love it. It's year later, I love same, I can't find anywhere, except Amazon (thank God!) The one I happens silkscreen it, year constant use (for work) silkscreen still looks great. When compare shirt 100% cotton shirt, wear MUCH lighter & cooler, even though says ""heavyweight."" Don't let scare ""heavy"" all. With constant washing last year, Hanes shirt kept color, unlike 100% cotton shirts age faded much faster. Also, tend perspire, shirts wick away moisture quickly show nearly much 100% cotton shirt would. Also nice shrink wrinkle. I wish I known shirts years ago... Don't kick years road buy one shirts accident wonder life (like I did), get enjoy",positivo
"I got sick wearing 100% cotton white undershirts, would continue shrink deform indefinitely. So I tried 50/50 shirts they've done trick",positivo
"Hanes make good products price really can't go wrong. They're certainly comfortable, durable affordable, pretty much ya need",positivo
Perfect shirt....They colors sizes low price....I bought T-shirts 2.66 mens XL rare color!!!!!!!....Great Product For Low Pric,positivo
"I love bra!!! It comfortable I deal falling straps anymore. I've hard time finding ones fit fits good, I three-one color. Also, online price fantastic. All I feel I got great deal fantastic fitwith comfort I could ever imagine. Thank Maidenform!",positivo
"I bought bra black, I love much I getting colors! The lace itchy all. It great push-up effect, comfortable",positivo
"I bought bra three colors. I like way opens inthe front comfortable, yet sexy lace sidesand back",positivo
"I'm happy bra, great buy price. It's comfortable, gives nice smooth push-up, seems good quality. It's great wearing sexier clothing want straps showing want alittle extra oomph. I'll probably buy different colors",positivo
This sweatshirt perfect gift son. He loves Bears shirt well-made looked great him!The sale fast easy on-line.I'd purchase vendor again.,positivo
"After reading quite negative reviews bag, I thought I would write review clarify something. This messenger bag, backpack. A messenger bag never meant hold items backpack can. So basically, using bag school purposes, keep mind. This bag hold items possibly 3 classes. So perfect college student might class, another class right it. This bag would horrible high school student, might drag home texts six classes.Of messenger bags, Elefunk bag probably going best choice, cause size number compartments. We 3 bags, 2 used education, third used utility/diaper family bag. For education, I stated before, best college students. The main compartment spans hold 2 college texts, binders, study guides snug. Keyword snug, cause big enough carry more. Inside main compartment little sleeve held tight velcro patch. I use keep study guides texts. Okay, next comes front pocket attached main compartment. This compartment big enough fit 12 inch iBook neopreen cover, 13 inch MacBook bare. Warning, place MacBook pouch, careful toss bag around, cause offers padding unforgiving. Inside front pouch zippered sleeve fine putting loose change maybe id cards not. Next zippered sleeve two pouches pens pencils, even TI calculator, planning putting notebook pouch. Don't worry though, cause attached pouch outside two zippered compartments opposite one another front pouch. On one side I put black leather data file, side, I put TI-89 calculator. Then leaves flap, secured bag using strong plastic clips. On front pouch zippered compartment. Which I pretty much use pack couple magazines read, I'm waiting classes. You also use pack headphones earbuds, listen iPod whatever. As shoulder strap, comfy going get. Keep mind, lugging 20 30 pounds books supplies, suppose feel like Chinese massage. But I can't complain.As family bag. Eh, I suggest newly mother wants go mall. Cause stores let take bag there. But trip, going flight, bag excellent. You pack away babies needs, essentials.Anyway, I like seeing product I use, like, getting knocked, cause couple people misjudged use properly. Again, taking 2 3 classes time, bag you. But run mill college student, takes class two time, goes home. This bag must",positivo
"My poor son got deprived backpacks bookbags homeschooled, he's college student, carry books! This means 5 star rating might biased sheer pleasure simply something feel like fitting crowd, fair honest product...I admit look like quality item.It's built practical, looks good, (having guess) I'd say probably better suited college use rather high school. For odd reason college require many books carried one day I see high school students carry.If bag dual set bag opposite sides, would seem resemble old-fashioned saddle bags (except leather, maybe little bit larger capacity, plenty individual compartments zippers).",positivo
"I could wait get bag. When I I found for. I walk home really hurts back. Plus, hold much. I problem much books. This help. It waste $40. Plus, clean it?",negativo
"For years I've buying JanSport bags school use trips. This bag I got help Sophmore year High School. I love JanSport sturdy bags, last packed brim books, shoved bleachers, know, typical high school stuff. It also great going mountains, cause kick cliff, bust! YAY!!!!! This back rocks socks, decorate pins patches stuff make own, I would recommend everyone",positivo
Fast shipping A+ seller. Pretty Good zip lock bags work same. The bags huge though,positivo
"They comfortable, warm (with socks too), priced affordable, easy get on. Get lots complements. What I say best choice.",positivo
"The boots great. If socks fall I walk, I socks on, rub back heel little.Shipped fast. Decent price.",positivo
They great. They fit perfectly. Anyone buys boots totally love,positivo
"I love boots! I wanted style look Ugg without breaking bank. My feet stay dry warm cold Michigan winters, I also feel fashioable. I get compliments Bearpaw boots wherever I go",positivo
I bought sand color Bearpaws LOVE THEM! I would recommend buy 1/2 size smaller stretch bit. I'm college student comfortable key...these job! I'm sad spring coming I able wear much,positivo
Great boots great price! Really warm comfortable. Come fast. I happy,positivo
"I wearing Bearpaw boots three years so... warm, cute, incredibly comfortable. I first bought I moved backeast. Having never lived snowed, I worried cold blow hundreds dollars Uggs. I happened find Bearpaws local shoe store bought pair, WOW! On coldest days I could wear 'em (without socks, good, I hate socks) toasty could be. They last forever, too, easy clean. Yay, Bearpaw",positivo
These really comfortable. I wear 8 hours problems. However I still would wear day required constant walking walking running shoes. I like laces tie come undone. I plus size women still fit feet great,positivo
"absolutely love sneakers, wish came pink......they comfy easy put",positivo
"I started wearing new sneakers yesterday go work, im', already love them!! I'm dentist Caracas, Venezuela, purchaise came far away.Thanx recomendation!",positivo
well worth purchase i've made amazon. It well fitted comfortable. Skechers seem fail,positivo
"Comfortable first wearing. They lightweight - great easy summer days, great support holding prolonged walking. The sole hold first time day long walking. At right price, they're great shoe kicking around",positivo
"I bought skechers past, department stores, double price. These grea",positivo
The sneakers arrived timely manner price I paid way price sneakers,positivo
"Very comfortable, I wear I work nurse wear well day. What I love I tie laces!! I purchase half size larger Skechers seem run tad bit short length. Great shoes! Highly recommend",positivo
"Shoes looks great, comfortable, light easy wear. Great addition casual ensemble. Was terrific deal",positivo
"These cutest shoes really sexy - little snug toes, hey, heels - cannot tennis-shoe comfort fit tall, sexy heel. Just compromise girl's gotta make sometime! Wonderful value overall",positivo
"We several pieces Skyway luggage, including model. All take beating still look work great, I surprised reviewer's problem. Our zippers work smoothly, including interior ones, zipper pulls generously-sized rubber inserts. Many bags use thin metal ones quickly break rough handling airports.In addition sturdiness ability retain good looks, organization bags clever choose unusual colors, making unlikely anyone mistake bag",positivo
"These things awesome. Really comfortable sexy. Keeps everything place, girlfriend loves way look me, that's always plus.",positivo
"As somebody else noted, keeps everything thier place. Goes good tight jeans. Comfortable sitting",positivo
Stretches fit exactly. The smooth fabric holds everything place. Contrast waistband package support make underwear look sexy. I suggest black color. Highly recommended,positivo
"Better I expected shipped quickly, S&K great service",positivo
"The shirt exactly I expected, I unaware puma sizes run big! The medium definitely comparable Large anywhere else... still really like item! Good buy",positivo
"These soft comfortable. Plus boy-short shape show panty lines. Also ""ride-up"" like allot boy-shorts",positivo
"While wearing these, still pick nose scratch crotch. If desperately needed cut nails, take off. What I love gloves upper halves fingers cold. What deal",positivo
I liked look item I got black made skin turn black. After reading label I put wash came great black clothing skin. Very warm heavy,positivo
"I ordered jacket size based sizing chart provided. When arrived, even close size stated. I contacted customer service assured I would charged shipping ways. However, refund notice arrived today I charged $10 shipping. It would cheaper keep eBay",negativo
nicely made. make sure order large enough runs alittle small.the colors nice material really soft. would definately recommend,positivo
"This jacket beautiful. It washable suede I took try 6 year old said ""it smells good"". I got quite compliments I wore church. I love snaps. It excellent quality, well made. I bought size I wear (never thought buy bigger) happy",positivo
"I followed advice reviewers bought big. For me, 1X bit big, even though I often buy size since I like tight jackets.The blue color beautiful, though, craftsmanship good. If goes back $19.xx, fence, I would definitely go it.",positivo
I love jacket! I bought crimson color received ton compliments! Only wish I ordered $19.90 price.,positivo
"Edited add (2/13/07):I washed jacket first time still looks perfect! I think shrank tiny bit, made fit better!-------------------------------------------------------------------------If I give jacket 100 stars I would! I yet wear (arrived today, tried on) I LOVE IT! It's perfect weight Texas winter would transition well spring... My regret (like everyone else reviewed it) I buy one color! I monitor Amazon's prices almost every 2 hours hopefully I'll able buy couple prices drop!The jacket definitely great quality -- nicely lined smell stink, sign high-quality tanning process. (I'm wearing another non-washable suede jacket cost 4 times reeks tannins. Ugh.)A caveat, though: I go Amazon's sizing chart. I searched web Live A Little/AMI's size charts Nordstrom's it. Go chart instead Amazon's perfect fit!For hesitated last time, baby drops price again, go it! Well worth money, well worth time well worth monitoring Amazon hourly",positivo
"This jacket well exceeded expectations. I lucky get Myst Blue $19.90, I've come back purchase black, price gone up. I'll watch hope comes again, I could easily justify purchasing several colors original price I paid.",positivo
"I hesitant try 1X glad I did. I wish I ordered two $19.90 price I got one for. It's soft suede, nice tailored look snug. I'll continue watch price goes order get another color black",positivo
"Quality product top bottom. Sewn name patch back, solid screen printing information (Team, number, GSH mark case, stripes, etc) make worth money going pay it. I told I would buy one Bears made Super Bowl, fan since I kid, I got it, I happier. Actual Reebok product, official product license. Buy one Represent Rally",positivo
"Very nice jersey, shipping fast. Wish Bears would Super Bow",positivo
"I purchased item daughter Christmas pleased. It shipped time big blizzard CO Christmas time, would plenty time. She loves Jersey, - good quality looks like ""authentic"" jerseys much money",positivo
My boyfriend looked great jersey Christmas day! He loved fit perfectly. Go Bears!!,positivo
I bought boyfriend Jersey Christmas best Christmas present! The quality Jersey great size perfect! It definetley worth $80.00 I spent I know wear years come,positivo
We purchased items online happy them. They reasonably price look feel good wearing them. I highly recommend camisoles,positivo
"It's little bigger I'd like tri-fold (the place bills extends slightly rest wallet making longer credit card), good overall. It holds bunch stuff without fat looks nice",positivo
"It rare find jockstrap tight around crotch loose around waist. The McDavid Black Jockstrap fits like taylored body. It made materials feel softer cotton. The waistband leg straps dig body feels great wear everyday.The support get jockstrap amazing. The McDavid Black Jockstrap provides enough support without feeling restricted. By far, best jockstrap I ever worn",positivo
"This bag great people need lot organizing space gym stuff. Lots pockets, yoga mat holder great, bottle holder fits standard sized gym water bottles. The con filled, bag tends fall",positivo
"As spinning instructor, good, compact bag gear essential. This one good size -- easily fits shoes, water, change clothes, wet clothes bathroom products. The large side pocket great smaller pockets inside extra side pocket outside perfectly protects video iPod. Only problem carrying handle, stay tight fit correctly shoulder. Otherwise excellent buy!",positivo
"I used gym bag I throw stuff dig around ipod in, workout one first things morning always feel I start day unorganized. But, more, bag compartment everything! I swim; dry compartment keep fins away clothes rolls expands accomodat would use it. The front pocket pocket everything, digging black hole find keys, nice little hook hold them, pocket ipod. The strap handles padded days gym bags gets weighed least doesnt cut shoulder. The straps top perfect extra fleece jacket option yoga mat clip outside ingenious. No matter sport, bag built it. Really, couldnt happier bag.",positivo
I Loved workout really got heart rate gave good cardio workout well toning. For said hurt back neck roll shoulders back relax neck also abs tight throughout whole workout strain back. I rotate workout Great,positivo
"I sort workout junkie, specific, ""FIRM"" workout junkie. I like intense FIRM is, I sort look workouts I do. Now workout good, intense TransFIRMer workouts out. Don't get wrong: I 6lb ball, use 90% workout. At end, I definately ready put down, work out.Pros: Different change pace using ball; lots moves strengthen core; fun different stretch end using ball; Tina Smalley precise leader easy follow.Cons: I miss old FIRM master instructors videos. Just Allie Allison one. They even introduce others. There changes weight, used way spot ""ineffective workout"" according ""old"" FIRM tapes. And lastly, In humble opinion, ball little gimicky. A good 5lb weight held dumbell ends would work same.Still worth giving shot different days. You'll sweat, wonder, ""Is REALLY FIRM?",positivo
"I ended return Cargo Pants exchange larger size. I used accompanying instructions form, returned time company origin, pants quite weeks. Could someone Amazon help me?",negativo
I bought boyfriend christmas. As mechanic pockets style essential. He drawer full cell phone double knee dickies receieved CARGO dickies makes wash 2 pair wears continue wear them. The Right Cargo Pocket internal smaller sectioned pocket cell phone fits nicely. (at least tmobile slider T809),positivo
"Very happy these, they're comfortable - TWO colors each. Pleased transaction",positivo
"Aside great looking exceptionally light amazingly waterproof (water fears thing), I use Minimal whenever I travel. It packs away small I keep small pocket carry-on. When ever I need it, I unfold it, give sharp shake and, presto, looks like new. The red accents subtle plus",positivo
These great socks. I've wearing years.They last forever never lose stretch form,positivo
"I ordered wife happy product! In beginning sure one size fit all. My wife 5'6"" 125lbs. We took risk, paid off. Both pieces fit perfectly, back more. Good bye, Victoria's Secret lingerie",positivo
"piicture misleading. The garment loose fitting. It thong, jockstrap. Sorry I bought",negativo
"New gstring thing, I got I could model wife.. They quite comfortable.. Dont even realize string there. The problem price. But hey, ladies money Vicky Secrets, spend change Gregg Homme's.",positivo
wife saw lots sperm flowed gregg homme,positivo
"I gave bag girlfriend trip denver, CO presenting large group people. She said bag made hottest/sexiest woman meeting. I agree",positivo
"Lots space computer items associated computer, plus extra space",positivo
This bag stylish also functional. The interior pockets pens cards come handy. I highly recommand bag,positivo
"The bag perfect looking computer bag, however much room anything else. I expecting little bigger, great bag otherwise",positivo
"Very roomy, I put mouse, celfon, charger, etc., Plus, padded inside I worry Macbook tossed getting wet (the material water repellant) I'm bringing around",positivo
This product made nylon allow rain penetrate items. I load full school books laptop handles even thought giving out...this bag tough. I've force zipper shut never split. I highly recommend bag - amazing,positivo
"I recieved bag I love it. The bag arrived 4 days I ordered it. The bag fit laptop perfectly. At first I hesitant since description states ""fits 15"" laptops."" I DELL INSPIRON E1505, fits nice. There still plenty room 5 subject notebook cell battery charger/mouse. The material nylon handles sturdy. I also like zips top. The padding inside also nice. I would definitly recommend product someone looking style (looks like purse) also durability.",positivo
great item ...looks smaller picture real life..perfect laptop,positivo
"This laptop bag great following features:1. Zips top (which can't really see pictures).2. Light interior could find everything easily bag (I got green-so cute).3. Very roomy inside. Plenty room laptop, thick files notebooks, books plus additional pockets phone, pens doodads find essential day age.4. Very padded tossed around backseat computer still work.5. Femanine chic without faggy man-bag look.",positivo
I looking kind tie tack long time becasue great. I helps keep tie still able see whole tie,positivo
"work great, stay behind scenes last longer expected. big fan metal tie clips/tacks/bars want pay one perfec",positivo
My husband thinks best invention price great. I buy several time last several months,positivo
"I say works perfectly serves purpose better stupid-looking tie bar (unless security guard used-car salesman something, I think want tie bar showing). The one caveat line tie perfectly tiedown, bunch bit, I think really way could've designed around that. You adjust length little make work happens",positivo
This thing strong serves purpose says. It help smaller end flapping keep long end bay,positivo
"keeps tie flapping around, worn color shir",positivo
What great item all. I use business tey best! A must purse wallet,positivo
"I really believe item would work. I lit ""three match ordered three prove it. I still can't believe well worked perfectly promised. Where product life! I happened ""stumble"" looking ties. Thanks foryour great product placement. I promise anyone reading one thing:YOU WILL NOT FIND A BETTER VALUE FOR YOUR MONEY ANYWHERE internet",positivo
"Very tight sexy comfortable great wear. Love it, like red",positivo
Great design. Excellent fit. It minimal piece cloth feel like wearing nothing. pouch area fit perfectly looks great. Like better black,positivo
"This sports bra great improvement typical sports bras. The fitted form provides solid even support figure-flattering manner. Plus, bra looks good enough wear jeans transparent top.",positivo
"The product sent recieved quick excellent condition. The person I gave pajama set gift, still happy it. I look foward purchases Amazon, well seller.Sincerely,Christopher L. Vacc",positivo
I found pajama set nice quality received short order. Thank,positivo
great pair slippers & welcome relief feet roaming around da,positivo
"I purchased Samsonite Aspire Lite 29"" Expandabe Upright Suiter. My suitcase usually full close 50 lb weight limit airline. Due weight suitcase, I worry time. My husband smaller heavier Samsonite little packed weighed 48 lbs mine 44 lbs. My suitcase even larger wonderful! We travel world I sweat baggage check. One less thing worry",positivo
THIS COMPANY IS GREAT AND SHIPS OUT THE PRODUCT WITHIN DAYS! I RIDE 4 WHEELERS EVEN IN THE WINTER AND THIS WAS GREAT WARMTH ON MY FACE WHILE RIDING,positivo
This good quality funtional mask. I use full face helmet cold weather Motorcycle riding. priced right. Velcro adjustable. Long enough cover neck area,positivo
"Great jeans overall. They really help keep warm. However, order next size need. My pair shrunk wash ( luckily I ordered one size )",positivo
Assome sexy tight mens low rise jeans !! Fast shipping !! Great low price !! I'm getting jeans !,positivo
"Levi's usually choice brand jeans pants. So Levi's introduced new fit, Slim Straight, I purchased pair tried out. The 514 large range sizes trendy washes, usually sale reasonable price $30.I recommend fit thin men, tall short, I think look best on. Men comfortable wearing tight jeans purchase fit, certainly figure revealing. It's slimmer around thigh, unlike Skinny 511 jeans, much tighter around calf thigh. The waist low rise, I find comfortable wearing, leg opening straight cut. The 514 shrinks slightly washed dried.I personally think fit better looking Skinny 511, I believe fad now. The Skinny sort tapered-mom-jean look it, I think anyone agree guy looks good that! I suggest try jeans buying them, see like them. As me, I like much, I think I'll purchasing another pair future",positivo
.I trouble slipping power yoga practice thought mat might help. It worse mat I already using. In addition terrible chemical smell. The claim give free yoga class requires enter kinds personal information even see eligible. I would recommend mat,negativo
"This first yoga mat I happy purchase. It sorta smells first take package, uses disappears. Plus, pretty look at. :",positivo
"I bought mat boring I wanted something inspire actually use it. I ordered Amethyst beautiful! It's sticky I slip all. It definitely 5 star yoga mat I say thin even though I know standard yoga mats 1/8"". On top hardwood floors, still hurts small back simple poses. I 23 petite I ordered thicker mat",positivo
"Tired sad, slightly smelly mats gym, I set find yoga mat would inspire put time... even I busy! Success! Just normal thickness, cushier mats tend make feel slightly unsupported. The grooves provide good solid grip feet, though little slick first, I washed used became nice sticky. But all, reason probably considering mat rather cheap(er) one is... beautiful pattern. I selected blue one, I've gotten many compliments. More importantly, makes enjoy workout even more. Ah, kicker - pattern surface (as reviewer pointed out), continues entire mat, can't wear away use. Certainly recommended",positivo
"Yoga mats come three basic thicknesses. At 1/8"" mat average thickness. Mats half thick one good travel placing thicker mat provide traction. The thick mats (3/16"") 50% thicker one designed need want extra cushion. At 24"" x 68"" average length width.These mats really beautiful! As professional, I'm normally concerned look mat; performance ease use primary concern. However, mats stunning! You'll definitely get oohs aahs fellow yoga enthusiasts roll out. The blue one looks like ocean orange looks like liquid lava! I especially love design goes way mat 'printed' one side. The design mat last long mat will.There two sides nearly yoga mats. Look carefully 'bumps' side mat. The larger bumps designed face upwards cushion hands, feet, knees poses keeping body dangerously slipping alignment. The smaller bumps designed face downwards grip floor keep yoga mat sliding. Many mats label one end name brand. This typically, always, located 'up' side. The bumps tell sure.This yoga mat increase softness stickiness use. (So mats.) They start mildly sticky increase stickiness used. You want wash mat first arrives remove thin film get surface manufacturing process. Instructions washing mat included. Once washed dried mat ready begin! After using while, find mat decreasing stickiness time pull out, typical sign light coating dust much body sweat accumulated mat needs light hand washing diluted soap water. After washing, roll mat thick towel squeeze excess water, otherwise take forever dry air. Then, air dry mat unrolled, inside, away sunlight. (Hanging shower bar works nicely.)When first unroll mat find one end bit curled. Simply alternate direction roll mat (top outside once, bottom outside next) end start (curled end once, flat end next time) find straightening less time.I recommend buying yoga mat even yoga studio gym provides you. I've worked many studios gyms years. Sometimes management mats cleaned often, sometimes not. If bring mat always know been. :o) Plus, owning mat may encourage begin valuable practice home.For students trouble knees poses requiring body weight rest knee, I recommend temporarily folding one end mat get double cushion knee still leaving one layer rest body. This saves haul one mat time practice discouraging especially beginner.",positivo
This best sports bra I've ever owned I've many! Highly recommended,positivo
"This product OK, I hear static sometimes I find station least amount static. When works though good product. It also takes minutes set up. I can't set driving.",positivo
"The fm transmitter awesome, I would suggest anyone buy",positivo
"Besides service quality product, service provider great, due reason first attempt sending fails, provider send e-mail confirm I received item, soon I let know I didn't, wait anything sent another one immediately, I appreciate gesture professionalism.Thank",positivo
"This item fancy tech gadget, said, transmit FM signal frequencies 87.5 & 108.0. Practically bit combersome cigarette lighter tight space, me, drink holder cannot open use. Functionality pretty simply, three buttons, On/off , UP Down(for frequency tuning). No programming functionality.PRO: Does exactly says does. Has USB port power devices(cellular phone, PDA etc)CONS: No programming functionality, cars would enough space, feedback frequencies(this may fault device) probably noise atmosphere,",positivo
Product arrived timely matter item works great,positivo
I love thin product is. It fits iPod nice tight keeps one nano's best features - small size. I also learned appreciate screen protector vacation Florida beach. The sand could done number nano's screen. I use armband exercising works well. Good product,positivo
I recieved item promptly I asked more. One issue I suggest buying item mp3/mp4 somewhat long fits comfortably inside,positivo
I'm glad I got iPod. Now I worry scratches,positivo
